news,label,value
european allies pay us $25 billion a year to keep our forces there it would cost us more money to bring the troops home than to keep them in europe,half-true,1
delta has had the most animal deaths among us carriers in the past five years,half-true,1
nancy pelosis bill for alcohol on her flights from washington to san fran every week we pay for it 1000 dollars on average 52000 bucks a year for booze tax payer money,pants-fire,0
common welfare programs give income of $43330 or $2083 an hour,barely-true,0
when the law stopped tony evers from revoking a teachers license for viewing pornography tony worked with lawmakers from both parties to change the law so offenders could be kicked out of the classroom,half-true,1
the world health organization just admitted that i was right lockdowns are killing countries all over the world the cure cannot be worse than the problem itself,false,0
portland bureau of transportation barely breaks even ticketing motorists,half-true,1
says joe biden and kamala harris support abortion up to the moment of birth,false,0
on usisraeli relations prime minister benjamin netanyahu set the record straight â he said our two countries have exactly the same policy and our security cooperation is unprecedented,half-true,1
the benghazi victims were left helpless to die as hillary clinton soundly slept in her bed,false,0
statistically lawenforcement officers die 10 years earlier than the general population,false,0
under scott walker wisconsin is still 16000 manufacturing jobs lower than we were during the recession,mostly-true,1
says that sherrod brown is an obama rubber stamp for supporting the jobkilling cap and trade plan,false,0
trumpcare would allow insurance execs to personally make millions off your health care,barely-true,0
texas ranks third in teen pregnancies and it is no 1 in repeat teen pregnancies,mostly-true,1
changes to daca during his administration are because of the pandemic,false,0
